Document,Chunk Size,Overlap,kNN,Query,Document Filename,Chunk Index,Chunk Text,Relevance,Completeness,Accuracy
3.pdf,500,0,5,5. What adaptation does Dicksonia antarctica have for surviving in fire-prone areas?,3.pdf,12,"(June 2002). ""Ecophysiology of the Soft Tree Fern, Dicksonia antarctica Labill"".

Austral Ecology. 27 (4): 360–368. doi:10.1046/j.1442-9993.2002.01190.x (https://doi.org/10.1046%2Fj.1442-9993.2002.01190.x).

4. ""Dicksonia antarctica"" (https://www.rhs.org.uk/Plants/5794/Dicksonia-antarctica/Details). Royal Horticultural Society. Retrieved 29 May

2020.

5. ""AGM Plants - Ornamental"" (https://www.rhs.org.uk/plants/pdfs/agm-lists/agm-ornamentals.pdf) (PDF). Royal Horticultural Society. July

2017. p",2,1,1
3.pdf,500,0,3,6. What challenging cultivation method is noted for Dicksonia antarctica and when should it be used?,3.pdf,7,"all areas
does well in moist gullies. It is tolerant of fire and re-shoots readily after re-location. It can provide habitat
for epiphytes and also provides shelter for more delicate fern species to flourish underneath.

Cross-section of trunk, MHNT

Plant  in  organic  soils  and  ensure  the  fern  is  kept  mulched  and  watered.  Dicksonia  antarctica  generally
requires a minimum rainfall of 500 mm (20 inches) per year. In dry climates, a drip irrigation or spray system applied overhead is ",2,1,2
3.pdf,500,0,5,6. What challenging cultivation method is noted for Dicksonia antarctica and when should it be used?,3.pdf,5,"

Species:

D. antarctica

Binomial name

Dicksonia antarctica

Labill. 1807

Habitat

The fern grows on damp, sheltered woodland slopes and moist gullies, and they occasionally occur at high
altitudes in cloud forests. Dicksonia antarctica is the most abundant tree fern in South Eastern Australia.

Shoot

The plant can grow in acid, neutral and alkaline soils. It can grow in semi-shade. It strongly resents drought
or  dryness  at  the  roots,  and  does  best  in  moist  soil.  Dicksonia  antar",2,1,7
4.pdf,500,0,1,"1. Where is the natural habitat of the Soft Tree Fern, Dicksonia antarctica?",4.pdf,0,"Austral Ecology

 (2002) 

27

, 360–368

Ecophysiology of the Soft Tree Fern, 
Labill

Dicksonia antarctica

1,3†

 N. J. DAVIDSON,

M. A. HUNT,
1
School of Plant Science, University of Tasmania, GPO Box 252-55, Hobart, Tasmania 7001, 
Australia (Email: neil.davidson@plant.utas.edu.au), 
Hobart, Tasmania, Australia and 
Hobart, Tasmania, Australia

Cooperative Research Centre for Sustainable Production Forestry, 

School of Applied Science, University of Tasmania, 

 AND D. C. CLOSE

* G. L. UN",2,1,1
4.pdf,500,0,5,"1. Where is the natural habitat of the Soft Tree Fern, Dicksonia antarctica?",4.pdf,0,"Austral Ecology

 (2002) 

27

, 360–368

Ecophysiology of the Soft Tree Fern, 
Labill

Dicksonia antarctica

1,3†

 N. J. DAVIDSON,

M. A. HUNT,
1
School of Plant Science, University of Tasmania, GPO Box 252-55, Hobart, Tasmania 7001, 
Australia (Email: neil.davidson@plant.utas.edu.au), 
Hobart, Tasmania, Australia and 
Hobart, Tasmania, Australia

Cooperative Research Centre for Sustainable Production Forestry, 

School of Applied Science, University of Tasmania, 

 AND D. C. CLOSE

* G. L. UN",2,1,2
4.pdf,500,0,5,"1. Where is the natural habitat of the Soft Tree Fern, Dicksonia antarctica?",4.pdf,95,"el,  C.  B.  Osmond,  &  H.  Zeigler)  pp.  36–77.  Springer-
Verlag, Berlin.

Unwin G. L. & Hunt M. A. (1996) Conservation and manage-
ment  of  soft  tree  fern  Dicksonia  antarctica  in  relation  to
commercial  forestry  and  horticulture.  In:  Pteridology  in
Perspective  (ed.  J.  M.  Cammus,  M.  Gibby  &  R.  J.  Johns)
pp. 125–37. Royal Botanical Gardens, Melbourne.

Walter H. & Stadelmann E. (1974) A new approach to the water
relations  of  desert  plants.  In:  Desert  Biology,  Vol",2,1,2
4.pdf,500,0,5,"1. Where is the natural habitat of the Soft Tree Fern, Dicksonia antarctica?",4.pdf,15,"  damage  by
ﬁre and the apical rosette of fronds rapidly regenerates
after  intense  wildﬁres  (Hickey  1994).  During  the
period of regeneration of woody species following ﬁre,
  may  experience  prolonged  periods  of
D.  antarctica
exposure to high light intensities and dry atmospheric
conditions.

a
D.  antarctica

The

gap.

and

This study aimed to identify the environmental con-
straints  affecting  gas  exchange,  stomatal  conductance
and water relations in the Soft Tree Fern, 
.
D. a",2,1,3
4.pdf,500,0,5,4. How do the fronds of Dicksonia antarctica potentially contribute to water acquisition?,4.pdf,1,"WIN

2

3

2,3‡

1,3

3

D. antarctica

Dicksonia  antarctica

,  at  sites  across  its  natural  distribution  and  in  the  glasshouse. 

Environmental constraints on gas exchange, stomatal conductance and water relations were investigated
Abstract
in  the  Soft Tree  Fern, 
Dicksonia
antarctica
  exhibited  strong  stomatal  response  down  to  a  vapour  pressure  deﬁcit  (VPD)  of  0.25 kPa,  an  unusual
characteristic  when  compared  with  other  ground  fern  species.  Net  photosynthet",2,1,3
4.pdf,500,0,5,6. Why might Dicksonia antarctica be considered to occupy a broad ecological niche?,4.pdf,0,"Austral Ecology

 (2002) 

27

, 360–368

Ecophysiology of the Soft Tree Fern, 
Labill

Dicksonia antarctica

1,3†

 N. J. DAVIDSON,

M. A. HUNT,
1
School of Plant Science, University of Tasmania, GPO Box 252-55, Hobart, Tasmania 7001, 
Australia (Email: neil.davidson@plant.utas.edu.au), 
Hobart, Tasmania, Australia and 
Hobart, Tasmania, Australia

Cooperative Research Centre for Sustainable Production Forestry, 

School of Applied Science, University of Tasmania, 

 AND D. C. CLOSE

* G. L. UN",2,1,1
5.pdf,500,0,5,1. What was the average growth rate per year for Dicksonia antarctica observed?,5.pdf,41,"tail = 0.010).
Elevation and aspect had no influence on the growth rate of D. antarctica and C. australis.

Growth rates and geographic location

Other than initial height in 2009, geographic location had the largest effect on growth rates.
Cyathea australis grew most rapidly in the Toolangi region, with the growth rate being 13.8mm/
yr faster than tree ferns in Marysville (Btail = 0.002). Tree ferns in Wallaby Creek grew 11.7mm/
yr faster than in Marysville (Btail = 0.009) (Fig 2). There were i",2,1,2
5.pdf,500,0,1,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,56,"ut also spread more east-
west with minimal difference in latitude. As such, latitude was unlikely to be a factor affecting
our results.

Cyathea grow faster than Dicksonia

We confirmed that C. australis grows faster than D. antarctica. This is perhaps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may in part be due to C. australis having a greater spe-
cific leaf area of 10.4m2/kg compared to 8.6m2/",2,1,5
5.pdf,500,0,3,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,56,"ut also spread more east-
west with minimal difference in latitude. As such, latitude was unlikely to be a factor affecting
our results.

Cyathea grow faster than Dicksonia

We confirmed that C. australis grows faster than D. antarctica. This is perhaps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may in part be due to C. australis having a greater spe-
cific leaf area of 10.4m2/kg compared to 8.6m2/",2,1,3
5.pdf,500,0,5,2. In which geographic location was Dicksonia antarctica found to grow the fastest?,5.pdf,56,"ut also spread more east-
west with minimal difference in latitude. As such, latitude was unlikely to be a factor affecting
our results.

Cyathea grow faster than Dicksonia

We confirmed that C. australis grows faster than D. antarctica. This is perhaps not surprising
given Cyathea as a genus has many very fast growing species and, on average, have larger
crown spread than Dicksonia [16].This may in part be due to C. australis having a greater spe-
cific leaf area of 10.4m2/kg compared to 8.6m2/",2,1,5
5.pdf,500,0,5,4. What reasoning did the researchers provide for the increased growth rate in taller Dicksonia antarctica?,5.pdf,18," and do rates of growth vary between these two species? What fac-
tors, including environmental variables, influence the rate of growth of D. antarctica and C.
australis? Finally, from our results: Are we able to devise a simple equation of dividing height
by annual growth rate to estimate tree fern age? Given there is no clear consensus within the
literature on which species grows faster, and at the leaf scale both have equivalent photosyn-
thetic capabilities [20], we hypothesised that C. aust",2,1,1
5.pdf,500,0,3,6. How did the researchers account for post-fire environments in the growth measurement of Dicksonia antarctica?,5.pdf,40,"se in growth for taller ferns was even greater with an additional 6mm of additional
growth measured each year for each meter taller the ferns were at the time of the fire (Table 2).

Growth rates and environmental variables

Environmental variables had limited influence on growth rates in C. australis with no signifi-
cant effect identified for slope, elevation or aspect. In contrast, D. antarctica grew more rapidly
on steeper slopes at a rate of 0.3mm/year for each additional degree in slope (B",2,1,5
5.pdf,500,0,3,6. How did the researchers account for post-fire environments in the growth measurement of Dicksonia antarctica?,5.pdf,2,"ese two species were unaffected by aspect and elevation but
slope had a minor effect with D. antarctica growing 0.3mm faster for each additional degree
of slope. Geographic location influenced growth in both species by up to 12 – 14mm/yr. The
most consistent factor influencing growth rate, however, was initial height at the time of the
2009 fire; a finding consistent in both species and all geographic locations. For both tree
fern species, individuals that were taller at the commencement of the ",2,1,3
5.pdf,500,0,5,6. How did the researchers account for post-fire environments in the growth measurement of Dicksonia antarctica?,5.pdf,55,"different geographic locations. Different local fac-
tors are important as Toolangi State Forest was the area of fastest growth for C. australis, but
slowest growth for D. antarctica. Wallaby Creek water catchment seemed very favourable to
both species with D. antarctica growing significantly more rapidly relative to other locations.
In New Zealand, Brock et al [6] found tree fern growth increased with decreasing latitude. In
contrast, the geographic range of our study was far more restricted, b",2,1,2
6.pdf,500,0,5,1. How do tree ferns like Dicksonia antarctica typically regenerate in their natural habitats?,6.pdf,29,",  M.A.  Regeneration  biology  and  silviculture  of 

Tasmanian Soft Tree Fern Dicksonia antarctica. Ausfern P/L., Tree Fern Associaton of 

Australia and Australian Flora Foundation. Progress Report, 30pp. 

1994.  M.A.  Hunt,  N.J.  Davidson  &  G.L.Unwin.  Carbon  and  water  relations  of 

Dicksonia  antarctica:  A  preliminary  investigation.  Aust.  Soc.  Pl.  Phys.,  Qld. 

September 1994. 

(1998). Hunt, M.A., Davidson, N.J. and G.L. Unwin. Ecophysiology of Soft Tree Fern 

Dicksonia ",2,1,3
6.pdf,500,0,5,2. How are tree ferns propagated for use in commercial horticulture?,6.pdf,103,"ent  unregulated  domestic  harvest  of  native  tree  ferns  towards  a  propagation 

based industry for both domestic and export horticulture. At face value, this strategy 

appears  both  commercially  efficient  and  of  good  conservation  practice.  Genuine 

salvage  harvest  of  native  forest  specimens  is  a  wholly  desirable  and  necessary 

short-term response to their imminent destruction. (The same argument applies to a 

number  of  other  fern  species  so  affected.)  Howeve",2,1.5,2
